"TP","ANO","IDADE","CUSTO_UN","ID","budget"
"PADRON",2028,11,1004287.67,1993,7.05e+09
"PADRON",2028,11,1004287.67,1994,7.05e+09
"PADRON",2028,11,1004287.67,1995,7.05e+09
"PADRON",2028,11,1004287.67,1996,7.05e+09
"PADRON",2028,11,1004287.67,1997,7.05e+09
"PADRON",2028,11,1004287.67,1998,7.05e+09
"PADRON",2028,11,1004287.67,1999,7.05e+09
"PADRON",2028,11,1004287.67,2000,7.05e+09
"PADRON",2028,11,1004287.67,2001,7.05e+09
"PADRON",2028,11,1004287.67,2002,7.05e+09
"PADRON",2028,11,1004287.67,2003,7.05e+09
"PADRON",2028,11,1004287.67,2004,7.05e+09
"PADRON",2028,11,1004287.67,2005,7.05e+09
"PADRON",2028,11,1004287.67,2006,7.05e+09
"PADRON",2028,11,1004287.67,2007,7.05e+09
"PADRON",2028,11,1004287.67,2008,7.05e+09
"PADRON",2028,11,1004287.67,2009,7.05e+09
"PADRON",2028,11,1004287.67,2010,7.05e+09
"PADRON",2028,11,1004287.67,2011,7.05e+09
"PADRON",2028,11,1004287.67,2012,7.05e+09
"PADRON",2028,11,1004287.67,2013,7.05e+09
"PADRON",2028,11,1004287.67,2014,7.05e+09
"PADRON",2028,11,1004287.67,2015,7.05e+09
"PADRON",2028,11,1004287.67,2016,7.05e+09
"PADRON",2028,11,1004287.67,2017,7.05e+09
"PADRON",2028,11,1004287.67,2018,7.05e+09
"PADRON",2028,11,1004287.67,2019,7.05e+09
"PADRON",2028,11,1004287.67,2020,7.05e+09
"PADRON",2028,11,1004287.67,2021,7.05e+09
"PADRON",2028,11,1004287.67,2022,7.05e+09
"PADRON",2028,11,1004287.67,2023,7.05e+09
"PADRON",2028,11,1004287.67,2024,7.05e+09
"PADRON",2028,11,1004287.67,2025,7.05e+09
"PADRON",2028,11,1004287.67,2026,7.05e+09
"PADRON",2028,11,1004287.67,2027,7.05e+09
"PADRON",2028,11,1004287.67,2028,7.05e+09
"PADRON",2028,11,1004287.67,2029,7.05e+09
"PADRON",2028,11,1004287.67,2030,7.05e+09
"PADRON",2028,11,1004287.67,2031,7.05e+09
"PADRON",2028,11,1004287.67,2032,7.05e+09
"PADRON",2028,11,1004287.67,2033,7.05e+09
"PADRON",2028,11,1004287.67,2034,7.05e+09
"PADRON",2028,11,1004287.67,2035,7.05e+09
"PADRON",2028,11,1004287.67,2036,7.05e+09
"PADRON",2028,11,1004287.67,2037,7.05e+09
"PADRON",2028,11,1004287.67,2038,7.05e+09
"PADRON",2028,11,1004287.67,2039,7.05e+09
"PADRON",2028,11,1004287.67,2040,7.05e+09
"PADRON",2028,11,1004287.67,2041,7.05e+09
"PADRON",2028,11,1004287.67,2042,7.05e+09
"PADRON",2028,11,1004287.67,2043,7.05e+09
"PADRON",2028,11,1004287.67,2044,7.05e+09
"PADRON",2028,11,1004287.67,2045,7.05e+09
"PADRON",2028,11,1004287.67,2046,7.05e+09
"PADRON",2028,11,1004287.67,2047,7.05e+09
"PADRON",2028,11,1004287.67,2048,7.05e+09
"PADRON",2028,11,1004287.67,2049,7.05e+09
"PADRON",2028,11,1004287.67,2050,7.05e+09
"PADRON",2028,11,1004287.67,2051,7.05e+09
"PADRON",2028,11,1004287.67,2052,7.05e+09
"PADRON",2028,11,1004287.67,2053,7.05e+09
"PADRON",2028,11,1004287.67,2054,7.05e+09
"PADRON",2028,11,1004287.67,2055,7.05e+09
"PADRON",2028,11,1004287.67,2056,7.05e+09
"PADRON",2028,11,1004287.67,2057,7.05e+09
