"TP","ANO","IDADE","CUSTO_UN","ID","budget"
"PADRON",2027,11,1004287.67,1985,4.05e+09
"PADRON",2027,11,1004287.67,1986,4.05e+09
"PADRON",2027,11,1004287.67,1987,4.05e+09
"PADRON",2027,11,1004287.67,1988,4.05e+09
"PADRON",2027,11,1004287.67,1989,4.05e+09
"PADRON",2027,11,1004287.67,1990,4.05e+09
"PADRON",2027,11,1004287.67,1991,4.05e+09
"PADRON",2027,11,1004287.67,1992,4.05e+09
"PADRON",2027,11,1004287.67,1993,4.05e+09
"PADRON",2027,11,1004287.67,1994,4.05e+09
"PADRON",2027,11,1004287.67,1995,4.05e+09
"PADRON",2027,11,1004287.67,1996,4.05e+09
"PADRON",2027,11,1004287.67,1997,4.05e+09
"PADRON",2027,11,1004287.67,1998,4.05e+09
"PADRON",2027,11,1004287.67,1999,4.05e+09
"PADRON",2027,11,1004287.67,2000,4.05e+09
"PADRON",2027,11,1004287.67,2001,4.05e+09
"PADRON",2027,11,1004287.67,2002,4.05e+09
"PADRON",2027,11,1004287.67,2003,4.05e+09
"PADRON",2027,11,1004287.67,2004,4.05e+09
"PADRON",2027,11,1004287.67,2005,4.05e+09
"PADRON",2027,11,1004287.67,2006,4.05e+09
"PADRON",2027,11,1004287.67,2007,4.05e+09
"PADRON",2027,11,1004287.67,2008,4.05e+09
"PADRON",2027,11,1004287.67,2009,4.05e+09
"PADRON",2027,11,1004287.67,2010,4.05e+09
"PADRON",2027,11,1004287.67,2011,4.05e+09
"PADRON",2027,11,1004287.67,2012,4.05e+09
"PADRON",2027,11,1004287.67,2013,4.05e+09
"PADRON",2027,11,1004287.67,2014,4.05e+09
"PADRON",2027,11,1004287.67,2015,4.05e+09
"PADRON",2027,11,1004287.67,2016,4.05e+09
"PADRON",2027,11,1004287.67,2017,4.05e+09
"PADRON",2027,11,1004287.67,2018,4.05e+09
"PADRON",2027,11,1004287.67,2019,4.05e+09
"PADRON",2027,11,1004287.67,2020,4.05e+09
"PADRON",2027,11,1004287.67,2021,4.05e+09
"PADRON",2027,11,1004287.67,2022,4.05e+09
"PADRON",2027,11,1004287.67,2023,4.05e+09
"PADRON",2027,11,1004287.67,2024,4.05e+09
"PADRON",2027,11,1004287.67,2025,4.05e+09
"PADRON",2027,11,1004287.67,2026,4.05e+09
"PADRON",2027,11,1004287.67,2027,4.05e+09
"PADRON",2027,11,1004287.67,2028,4.05e+09
"PADRON",2027,11,1004287.67,2029,4.05e+09
"PADRON",2027,11,1004287.67,2030,4.05e+09
"PADRON",2027,11,1004287.67,2031,4.05e+09
"PADRON",2027,11,1004287.67,2032,4.05e+09
"PADRON",2027,11,1004287.67,2033,4.05e+09
"PADRON",2027,11,1004287.67,2034,4.05e+09
"PADRON",2027,11,1004287.67,2035,4.05e+09
"PADRON",2027,11,1004287.67,2036,4.05e+09
"PADRON",2027,11,1004287.67,2037,4.05e+09
"PADRON",2027,11,1004287.67,2038,4.05e+09
"PADRON",2027,11,1004287.67,2039,4.05e+09
"PADRON",2027,11,1004287.67,2040,4.05e+09
"PADRON",2027,11,1004287.67,2041,4.05e+09
