"TP","ANO","IDADE","CUSTO_UN","ID","budget"
"PADRON",2024,19,1004287.67,717,3.5e+08
"PADRON",2024,18,1004287.67,718,3.5e+08
"PADRON",2024,18,1004287.67,719,3.5e+08
"PADRON",2024,18,1004287.67,720,3.5e+08
"PADRON",2024,18,1004287.67,721,3.5e+08
"PADRON",2024,18,1004287.67,722,3.5e+08
"PADRON",2024,18,1004287.67,723,3.5e+08
"PADRON",2024,18,1004287.67,724,3.5e+08
"PADRON",2024,18,1004287.67,725,3.5e+08
"PADRON",2024,18,1004287.67,726,3.5e+08
"PADRON",2024,18,1004287.67,727,3.5e+08
"PADRON",2024,18,1004287.67,728,3.5e+08
"PADRON",2024,18,1004287.67,729,3.5e+08
"PADRON",2024,18,1004287.67,730,3.5e+08
"PADRON",2024,18,1004287.67,731,3.5e+08
"PADRON",2024,18,1004287.67,732,3.5e+08
"PADRON",2024,18,1004287.67,733,3.5e+08
"PADRON",2024,18,1004287.67,734,3.5e+08
"PADRON",2024,18,1004287.67,735,3.5e+08
"PADRON",2024,17,1004287.67,736,3.5e+08
"PADRON",2024,17,1004287.67,737,3.5e+08
"PADRON",2024,17,1004287.67,738,3.5e+08
"PADRON",2024,17,1004287.67,739,3.5e+08
"PADRON",2024,17,1004287.67,740,3.5e+08
"PADRON",2024,17,1004287.67,741,3.5e+08
"PADRON",2024,17,1004287.67,742,3.5e+08
"PADRON",2024,17,1004287.67,743,3.5e+08
"PADRON",2024,17,1004287.67,744,3.5e+08
"PADRON",2024,17,1004287.67,745,3.5e+08
"PADRON",2024,17,1004287.67,746,3.5e+08
"PADRON",2024,17,1004287.67,747,3.5e+08
"PADRON",2024,17,1004287.67,748,3.5e+08
"PADRON",2024,17,1004287.67,749,3.5e+08
"PADRON",2024,17,1004287.67,750,3.5e+08
"PADRON",2024,17,1004287.67,751,3.5e+08
"PADRON",2024,17,1004287.67,752,3.5e+08
"PADRON",2024,17,1004287.67,753,3.5e+08
"PADRON",2024,17,1004287.67,754,3.5e+08
"PADRON",2024,17,1004287.67,755,3.5e+08
"PADRON",2024,17,1004287.67,756,3.5e+08
"PADRON",2024,17,1004287.67,757,3.5e+08
"PADRON",2024,17,1004287.67,758,3.5e+08
"PADRON",2024,17,1004287.67,759,3.5e+08
"PADRON",2024,17,1004287.67,760,3.5e+08
"PADRON",2024,17,1004287.67,761,3.5e+08
"PADRON",2024,17,1004287.67,762,3.5e+08
"PADRON",2024,17,1004287.67,763,3.5e+08
"PADRON",2024,17,1004287.67,764,3.5e+08
