"TP","ANO","IDADE","CUSTO_UN","ID","budget"
"PADRON",2024,19,1004287.67,717,2.5e+08
"PADRON",2024,18,1004287.67,718,2.5e+08
"PADRON",2024,18,1004287.67,719,2.5e+08
"PADRON",2024,18,1004287.67,720,2.5e+08
"PADRON",2024,18,1004287.67,721,2.5e+08
"PADRON",2024,18,1004287.67,722,2.5e+08
"PADRON",2024,18,1004287.67,723,2.5e+08
"PADRON",2024,18,1004287.67,724,2.5e+08
"PADRON",2024,18,1004287.67,725,2.5e+08
"PADRON",2024,18,1004287.67,726,2.5e+08
"PADRON",2024,18,1004287.67,727,2.5e+08
"PADRON",2024,18,1004287.67,728,2.5e+08
"PADRON",2024,18,1004287.67,729,2.5e+08
"PADRON",2024,18,1004287.67,730,2.5e+08
"PADRON",2024,18,1004287.67,731,2.5e+08
"PADRON",2024,18,1004287.67,732,2.5e+08
"PADRON",2024,18,1004287.67,733,2.5e+08
"PADRON",2024,18,1004287.67,734,2.5e+08
"PADRON",2024,18,1004287.67,735,2.5e+08
"PADRON",2024,17,1004287.67,736,2.5e+08
"PADRON",2024,17,1004287.67,737,2.5e+08
"PADRON",2024,17,1004287.67,738,2.5e+08
"PADRON",2024,17,1004287.67,739,2.5e+08
"PADRON",2024,17,1004287.67,740,2.5e+08
"PADRON",2024,17,1004287.67,741,2.5e+08
"PADRON",2024,17,1004287.67,742,2.5e+08
"PADRON",2024,17,1004287.67,743,2.5e+08
"PADRON",2024,17,1004287.67,744,2.5e+08
"PADRON",2024,17,1004287.67,745,2.5e+08
"PADRON",2024,17,1004287.67,746,2.5e+08
"PADRON",2024,17,1004287.67,747,2.5e+08
"PADRON",2024,17,1004287.67,748,2.5e+08
"PADRON",2024,17,1004287.67,749,2.5e+08
"PADRON",2024,17,1004287.67,750,2.5e+08
"PADRON",2024,17,1004287.67,751,2.5e+08
"PADRON",2024,17,1004287.67,752,2.5e+08
"PADRON",2024,17,1004287.67,753,2.5e+08
"PADRON",2024,17,1004287.67,754,2.5e+08
"PADRON",2024,17,1004287.67,755,2.5e+08
"PADRON",2024,17,1004287.67,756,2.5e+08
"PADRON",2024,17,1004287.67,757,2.5e+08
"PADRON",2024,17,1004287.67,758,2.5e+08
"PADRON",2024,17,1004287.67,759,2.5e+08
"PADRON",2024,17,1004287.67,760,2.5e+08
"PADRON",2024,17,1004287.67,761,2.5e+08
