"TP","ANO","IDADE","CUSTO_UN","ID","budget"
"PADRON",2027,18,1004287.67,731,3e+09
"PADRON",2027,18,1004287.67,732,3e+09
"PADRON",2027,18,1004287.67,733,3e+09
"PADRON",2027,18,1004287.67,734,3e+09
"PADRON",2027,18,1004287.67,735,3e+09
"PADRON",2027,17,1004287.67,736,3e+09
"PADRON",2027,17,1004287.67,737,3e+09
"PADRON",2027,17,1004287.67,738,3e+09
"PADRON",2027,17,1004287.67,739,3e+09
"PADRON",2027,17,1004287.67,740,3e+09
"PADRON",2027,17,1004287.67,741,3e+09
"PADRON",2027,17,1004287.67,742,3e+09
"PADRON",2027,17,1004287.67,743,3e+09
"PADRON",2027,17,1004287.67,744,3e+09
"PADRON",2027,17,1004287.67,745,3e+09
"PADRON",2027,17,1004287.67,746,3e+09
"PADRON",2027,17,1004287.67,747,3e+09
"PADRON",2027,17,1004287.67,748,3e+09
"PADRON",2027,17,1004287.67,749,3e+09
"PADRON",2027,17,1004287.67,750,3e+09
"PADRON",2027,17,1004287.67,751,3e+09
"PADRON",2027,17,1004287.67,752,3e+09
"PADRON",2027,17,1004287.67,753,3e+09
"PADRON",2027,17,1004287.67,754,3e+09
"PADRON",2027,17,1004287.67,755,3e+09
"PADRON",2027,17,1004287.67,756,3e+09
"PADRON",2027,17,1004287.67,757,3e+09
"PADRON",2027,17,1004287.67,758,3e+09
"PADRON",2027,17,1004287.67,759,3e+09
"PADRON",2027,17,1004287.67,760,3e+09
"PADRON",2027,17,1004287.67,761,3e+09
"PADRON",2027,17,1004287.67,762,3e+09
"PADRON",2027,17,1004287.67,763,3e+09
"PADRON",2027,17,1004287.67,764,3e+09
"PADRON",2027,17,1004287.67,765,3e+09
"PADRON",2027,17,1004287.67,766,3e+09
"PADRON",2027,17,1004287.67,767,3e+09
"PADRON",2027,17,1004287.67,768,3e+09
"PADRON",2027,17,1004287.67,769,3e+09
"PADRON",2027,17,1004287.67,770,3e+09
"PADRON",2027,17,1004287.67,771,3e+09
"PADRON",2027,17,1004287.67,772,3e+09
"PADRON",2027,17,1004287.67,773,3e+09
"PADRON",2027,17,1004287.67,774,3e+09
